date,freq_008_vol_disagreement_score,freq_008_vol_disagreement_score_pct,freq_008_vol_disagreement_rank_change_20d,freq_008_vol_disagreement_flag,freq_007_vol_term_daily_stress_count,freq_007_vol_term_stress_persistence_5d,freq_007_vol_term_stress_persistence_20d,freq_007_vol_term_persistent_stress_flag,freq_010_safe_haven_confirmation_score,freq_010_rates_led_stress_flag,freq_010_riskoff_confirmation_flag,freq_010_safe_haven_rotation_state,freq_003_quiet_state,freq_003_false_calm_internal_deterioration_count,freq_003_false_calm_missing_component_count,freq_003_false_calm_confirmed_flag,freq_003_false_calm_possible_flag,freq_003_false_calm_unknown_due_to_missing_flag,freq_004_repair_episode_active,freq_004_repair_failure_pressure_count,freq_004_repair_episode_quality_score,freq_004_repair_relapse_flag
1999-04-05,,,,,,,,,,,,,1.0,0.0,5.0,,1.0,1.0,,,,
1999-04-06,,,,,,,,,,,,,1.0,0.0,5.0,,1.0,1.0,,,,
1999-04-07,,,,,,,,,,,,,1.0,0.0,4.0,,1.0,1.0,,,,
1999-04-08,,,,,,,,,,,,,1.0,0.0,4.0,,1.0,1.0,,,,
1999-04-09,,,,,,,,,,,,,1.0,0.0,4.0,,1.0,1.0,,,,
1999-04-12,,,,,,,,,,,,,1.0,0.0,4.0,,1.0,1.0,,,,
1999-04-13,,,,,,,,,,,,,1.0,0.0,4.0,,1.0,1.0,,,,
1999-04-14,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-04-15,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-04-16,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-04-19,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1999-04-20,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-04-21,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-04-22,,,,,,,,,,,,,1.0,0.0,4.0,,1.0,1.0,,,,
1999-04-23,,,,,,,,,,,,,1.0,0.0,4.0,,1.0,1.0,,,,
1999-04-26,,,,,,,,,,,,,1.0,0.0,4.0,,1.0,1.0,,,,
1999-04-27,,,,,,,,,,,,,1.0,0.0,4.0,,1.0,1.0,,,,
1999-04-28,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-04-29,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-04-30,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-05-03,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-05-04,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1999-05-05,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-05-06,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1999-05-07,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-05-10,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-05-11,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-05-12,,,,,,,,,,,,,1.0,0.0,4.0,,1.0,1.0,,,,
1999-05-13,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-05-14,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-05-17,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-05-18,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,
1999-05-19,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,,,,
1999-05-20,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,,,,
1999-05-21,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,,,,
1999-05-24,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1999-05-25,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1999-05-26,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1999-05-27,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,,,,
1999-05-28,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,,,,
1999-06-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1999-06-02,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,,,,
1999-06-03,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-06-04,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,0.0145452233522477,1.0
1999-06-07,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,0.056488761429872,0.0
1999-06-08,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,0.0095292720530967,1.0
1999-06-09,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,0.0270845566447094,1.0
1999-06-10,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,0.0148588451940607,1.0
1999-06-11,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.0011291476216101,1.0
1999-06-14,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999-06-15,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,1.0,3.0,-0.0255170378040114,1.0
1999-06-16,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-06-17,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-06-18,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-06-21,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-06-22,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-06-23,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-06-24,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-06-25,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-06-28,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-06-29,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-06-30,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-01,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-02,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-06,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-07,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-08,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-09,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-12,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-13,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-14,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-15,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-16,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-19,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-20,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-21,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-22,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.0458567083616825,0.0
1999-07-23,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.0474279804646033,0.0
1999-07-26,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-27,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-28,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.040128254593178,0.0
1999-07-29,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-07-30,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-08-02,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-08-03,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-08-04,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999-08-05,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-08-06,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999-08-09,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999-08-10,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999-08-11,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.0070898488795865,1.0
1999-08-12,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999-08-13,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,2.0,0.0252425892648935,1.0
1999-08-16,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,1.0,2.0,0.033758398041313,1.0
1999-08-17,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-08-18,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,1.0,2.0,0.0269748917760504,1.0
1999-08-19,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,1.0,2.0,0.0142724831303127,1.0
1999-08-20,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,1.0,2.0,0.0310161224326607,1.0
1999-08-23,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-08-24,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-08-25,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-08-26,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-08-27,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-08-30,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-08-31,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-01,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-02,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-03,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-07,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-08,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-09,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-10,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-13,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-14,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-15,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-16,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-17,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-20,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-21,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-22,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-23,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-24,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-27,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-28,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-29,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-09-30,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-01,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-04,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-05,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-06,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-07,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-08,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-11,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-12,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-13,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-14,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-15,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-18,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999-10-19,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999-10-20,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.0360778885962143,0.0
1999-10-21,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-22,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-25,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-26,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-27,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,0.0187207654908523,0.0
1999-10-28,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-10-29,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-01,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-02,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-03,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-04,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-05,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-08,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-09,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-10,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-11,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-12,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-15,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-16,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-17,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-18,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-19,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-22,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-23,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-24,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-26,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-29,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-11-30,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.1230755225722273,0.0
1999-12-01,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-02,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-03,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-06,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-07,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-08,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-09,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-10,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-13,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-14,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-15,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-16,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-17,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-20,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-21,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-22,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-23,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-27,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-28,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-29,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-30,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
1999-12-31,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-01-03,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-01-04,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.1188588356109188,0.0
2000-01-05,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.0903329400563719,0.0
2000-01-06,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-01-07,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.1316300126788769,0.0
2000-01-10,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-01-11,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.1064823021115561,0.0
2000-01-12,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.0745223275552169,0.0
2000-01-13,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-01-14,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-01-18,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-01-19,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-01-20,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-01-21,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-01-24,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-01-25,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-01-26,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.1143201123216994,0.0
2000-01-27,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.13070646460216,0.0
2000-01-28,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0737423157532992,0.0
2000-01-31,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.1197817775677649,0.0
2000-02-01,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-02,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-03,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-04,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-07,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-08,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-09,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-10,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-11,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-14,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-15,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-16,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-17,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-18,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-22,,,,,,,,,,,,,1.0,1.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-23,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-24,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-25,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-02-28,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-02-29,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-03-01,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-03-02,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-03-03,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-03-06,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-03-07,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-03-08,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
2000-03-09,,,,,,,,,,,,,1.0,0.0,3.0,,1.0,1.0,0.0,0.0,,0.0
