date,freq_003_quiet_state,freq_003_false_calm_internal_deterioration_count,freq_003_false_calm_missing_component_count,freq_003_false_calm_internal_deterioration_flag,freq_004_repair_episode_active,freq_004_repair_failure_pressure_count,freq_004_repair_episode_quality_score,freq_004_repair_relapse_flag
1999-08-24,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-08-25,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-08-26,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-08-27,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-08-30,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-08-31,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-01,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-02,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-03,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-07,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-08,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-09,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-10,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-13,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-14,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-15,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-16,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-17,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-20,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-21,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-22,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-09-23,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-09-24,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-09-27,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-09-28,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-09-29,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-09-30,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-10-01,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-10-04,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-10-05,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-10-06,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-10-07,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-10-08,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-10-11,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-10-12,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-10-13,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-10-14,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-10-15,1.0,2.0,3.0,0.0,0.0,0.0,,0.0
1999-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1999-10-20,1.0,1.0,3.0,0.0,1.0,0.0,0.0360778885962143,0.0
1999-10-21,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-10-22,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-10-25,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-10-26,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-10-27,1.0,1.0,3.0,0.0,1.0,1.0,0.0187207654908523,0.0
1999-10-28,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-10-29,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-01,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-02,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-03,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-04,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-05,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-08,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-09,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-10,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-11,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-12,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-15,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-16,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-17,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-18,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-19,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-22,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-23,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-24,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-26,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-29,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-11-30,1.0,1.0,3.0,0.0,1.0,0.0,0.1230755225722273,0.0
1999-12-01,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
1999-12-02,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-03,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-06,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-07,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-08,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-09,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-10,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-13,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-14,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-15,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-16,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-17,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-20,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-21,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-22,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-23,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-27,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-28,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-29,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-30,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
1999-12-31,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-01-03,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-01-04,1.0,1.0,3.0,0.0,1.0,0.0,0.1188588356109188,0.0
2000-01-05,1.0,1.0,3.0,0.0,1.0,0.0,0.0903329400563719,0.0
2000-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-01-07,1.0,1.0,3.0,0.0,1.0,0.0,0.1316300126788769,0.0
2000-01-10,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-01-11,1.0,1.0,3.0,0.0,1.0,0.0,0.1064823021115561,0.0
2000-01-12,1.0,1.0,3.0,0.0,1.0,0.0,0.0745223275552169,0.0
2000-01-13,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-01-14,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-01-18,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-01-19,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-01-20,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-01-21,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-01-24,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-01-25,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-01-26,1.0,1.0,3.0,0.0,1.0,0.0,0.1143201123216994,0.0
2000-01-27,1.0,1.0,3.0,0.0,1.0,0.0,0.13070646460216,0.0
2000-01-28,0.0,0.0,0.0,0.0,1.0,0.0,0.0737423157532992,0.0
2000-01-31,1.0,1.0,3.0,0.0,1.0,0.0,0.1197817775677649,0.0
2000-02-01,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-02-02,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-02-03,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-04,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-07,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-08,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-09,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-02-10,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-11,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-14,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-15,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-16,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-17,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-18,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-02-22,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-02-23,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-24,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-02-28,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-02-29,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-01,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-02,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-03,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-06,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-07,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-08,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-09,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-10,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-13,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-03-14,1.0,1.0,3.0,0.0,1.0,0.0,0.090793305710727,0.0
2000-03-15,0.0,0.0,0.0,0.0,1.0,0.0,0.0450794162957679,0.0
2000-03-16,1.0,1.0,3.0,0.0,1.0,0.0,0.1047622919509019,0.0
2000-03-17,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-03-20,1.0,1.0,3.0,0.0,1.0,0.0,0.090506329694229,0.0
2000-03-21,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-22,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-23,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-24,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-27,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-28,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-03-29,1.0,1.0,3.0,0.0,1.0,0.0,0.069259012206968,0.0
2000-03-30,0.0,0.0,0.0,0.0,1.0,0.0,0.0425271980564889,0.0
2000-03-31,1.0,1.0,3.0,0.0,1.0,0.0,0.0643981222865421,0.0
2000-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-04-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0649188241150726,0.0
2000-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-04-17,0.0,0.0,0.0,0.0,1.0,2.0,0.0750856131070925,1.0
2000-04-18,0.0,0.0,0.0,0.0,1.0,2.0,0.10463483347634178,1.0
2000-04-19,0.0,0.0,0.0,0.0,1.0,2.0,0.0696420481178115,1.0
2000-04-20,0.0,0.0,0.0,0.0,1.0,2.0,0.0455362800882766,1.0
2000-04-24,0.0,0.0,0.0,0.0,1.0,2.0,0.0144320451066886,1.0
2000-04-25,0.0,0.0,0.0,0.0,1.0,2.0,0.0855835388343045,1.0
2000-04-26,0.0,0.0,0.0,0.0,1.0,2.0,0.0470916326493138,1.0
2000-04-27,0.0,0.0,0.0,0.0,1.0,2.0,0.09530339400751608,1.0
2000-04-28,0.0,0.0,0.0,0.0,1.0,2.0,0.1388497735800043,1.0
2000-05-01,0.0,0.0,0.0,0.0,1.0,2.0,0.14973566441333738,1.0
2000-05-02,0.0,0.0,0.0,0.0,1.0,2.0,0.0813063474538438,1.0
2000-05-03,0.0,0.0,0.0,0.0,1.0,2.0,0.0688645408116424,1.0
2000-05-04,0.0,0.0,0.0,0.0,1.0,2.0,0.0711972880292826,1.0
2000-05-05,0.0,0.0,0.0,0.0,1.0,2.0,0.0976359159260238,1.0
2000-05-08,0.0,0.0,0.0,0.0,1.0,2.0,0.0533127049447639,1.0
2000-05-09,0.0,0.0,0.0,0.0,1.0,2.0,0.029984556870964497,1.0
2000-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-05-11,0.0,0.0,0.0,0.0,1.0,2.0,0.0211285711333871,1.0
2000-05-12,0.0,0.0,0.0,0.0,1.0,2.0,0.0211285711333871,1.0
2000-05-15,0.0,0.0,0.0,0.0,1.0,2.0,0.06736589155066869,1.0
2000-05-16,0.0,0.0,0.0,0.0,1.0,2.0,0.09871423189992609,1.0
2000-05-17,0.0,0.0,0.0,0.0,1.0,2.0,0.07520394166341779,1.0
2000-05-18,0.0,0.0,0.0,0.0,1.0,2.0,0.0352350858725043,1.0
2000-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-05-24,0.0,0.0,0.0,0.0,1.0,3.0,0.002656758079530905,1.0
2000-05-25,0.0,0.0,0.0,0.0,1.0,3.0,-0.020735262864631294,1.0
2000-05-26,0.0,0.0,0.0,0.0,1.0,3.0,-0.020735262864631294,1.0
2000-05-30,0.0,0.0,0.0,0.0,1.0,2.0,0.10369242521722838,1.0
2000-05-31,0.0,0.0,0.0,0.0,1.0,3.0,0.0511113128200211,1.0
2000-06-01,0.0,0.0,0.0,0.0,1.0,2.0,0.1279196420748003,1.0
2000-06-02,0.0,0.0,0.0,0.0,1.0,2.0,0.2114623492568801,1.0
2000-06-05,0.0,0.0,0.0,0.0,1.0,2.0,0.2145950903405798,1.0
2000-06-06,0.0,0.0,0.0,0.0,1.0,2.0,0.1797160696970446,1.0
2000-06-07,0.0,0.0,0.0,0.0,1.0,2.0,0.21229778722098216,1.0
2000-06-08,0.0,0.0,0.0,0.0,1.0,2.0,0.2064498424976144,1.0
2000-06-09,0.0,0.0,0.0,0.0,1.0,2.0,0.2131332251850839,1.0
2000-06-12,0.0,0.0,0.0,0.0,1.0,2.0,0.1730324449588827,1.0
2000-06-13,0.0,0.0,0.0,0.0,1.0,2.0,0.21981576069513079,1.0
2000-06-14,0.0,0.0,0.0,0.0,1.0,2.0,0.1914115960677412,1.0
2000-06-15,0.0,0.0,0.0,0.0,1.0,2.0,0.2131332251850839,1.0
2000-06-16,0.0,0.0,0.0,0.0,1.0,2.0,0.21981576069513079,1.0
2000-06-19,0.0,0.0,0.0,0.0,1.0,1.0,0.289941312389171,0.0
2000-06-20,0.0,0.0,0.0,0.0,1.0,1.0,0.2849286846045593,0.0
2000-06-21,0.0,0.0,0.0,0.0,1.0,0.0,0.2717041920465961,0.0
2000-06-22,0.0,0.0,0.0,0.0,1.0,0.0,0.2250807775231083,0.0
2000-06-23,0.0,0.0,0.0,0.0,1.0,0.0,0.1768485668030639,0.0
2000-06-26,0.0,0.0,0.0,0.0,1.0,0.0,0.1308266205124491,0.0
2000-06-27,0.0,0.0,0.0,0.0,1.0,0.0,0.1172930725649084,0.0
2000-06-28,0.0,0.0,0.0,0.0,1.0,0.0,0.0758225186257661,0.0
2000-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-07-03,0.0,0.0,0.0,0.0,1.0,0.0,0.0495871380136929,0.0
2000-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-07-11,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-07-12,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-07-13,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-07-14,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-07-17,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-07-18,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-07-19,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-07-20,1.0,0.0,3.0,0.0,0.0,0.0,,0.0
2000-07-21,1.0,1.0,3.0,0.0,0.0,0.0,,0.0
2000-07-24,1.0,1.0,3.0,0.0,1.0,0.0,0.0375423934713385,0.0
2000-07-25,1.0,1.0,3.0,0.0,1.0,0.0,0.0457337757736533,0.0
2000-07-26,1.0,1.0,3.0,0.0,1.0,0.0,0.0443685618708591,0.0
2000-07-27,1.0,2.0,3.0,0.0,0.0,0.0,,0.0
2000-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-07-31,1.0,2.0,3.0,0.0,0.0,0.0,,0.0
2000-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-08-03,0.0,0.0,0.0,0.0,1.0,3.0,-0.016741181241950398,1.0
2000-08-04,0.0,0.0,0.0,0.0,1.0,3.0,-0.020346361329140396,1.0
2000-08-07,0.0,0.0,0.0,0.0,1.0,2.0,0.024166711665703396,1.0
2000-08-08,0.0,0.0,0.0,0.0,1.0,1.0,0.0657962254912354,0.0
2000-08-09,0.0,0.0,0.0,0.0,1.0,2.0,0.016957082616873696,1.0
2000-08-10,0.0,0.0,0.0,0.0,1.0,3.0,-0.0239511236303016,1.0
2000-08-11,0.0,0.0,0.0,0.0,1.0,3.0,-0.009531656639627996,1.0
2000-08-14,0.0,0.0,0.0,0.0,1.0,3.0,0.012818329192203298,1.0
2000-08-15,0.0,0.0,0.0,0.0,1.0,3.0,0.012818329192203298,1.0
2000-08-16,0.0,0.0,0.0,0.0,1.0,3.0,0.023633138328222905,1.0
2000-08-17,0.0,0.0,0.0,0.0,1.0,2.0,0.064541971254441,1.0
2000-08-18,0.0,0.0,0.0,0.0,1.0,2.0,0.0587743306832817,1.0
2000-08-21,0.0,0.0,0.0,0.0,1.0,2.0,0.061658203192114895,1.0
2000-08-22,0.0,0.0,0.0,0.0,1.0,2.0,0.061658203192114895,1.0
2000-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2000-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
